N° d'horodateur;Alimentation;Modèle;Adresse;Arrondissement;Type de régime;Tarif du stationnement;Zone résidentielle;Tarif horaire;geo_shape;geo_point_2d
39730102;SOLAIRE;ECA1;14   RUE GASTON DARBOUX;18;MIX;Z2 MIX 6H 5U;18K;2.4;"{""type"": ""Point"", ""coordinates"": [2.368944999833418, 48.8994419986812]}";48.8994419987,2.36894499983
29210401;PILE;ECA1;33 bis  RUE DOUDEAUVILLE;18;MIX;Z2 MIX 6H 5U;18H;2.4;"{""type"": ""Point"", ""coordinates"": [2.354598109849796, 48.888537199152374]}";48.8885371992,2.35459810985
40020101;SOLAIRE;ECA1;9   RUE GAZAN;14;MIX;Z2 MIX 6H 5U;14H;2.4;"{""type"": ""Point"", ""coordinates"": [2.340220000577747, 48.82387299880416]}";48.8238729988,2.34022000058
29210803;PILE;ECA1;87   RUE DOUDEAUVILLE;18;MIX;Z2 MIX 6H 5U;18G;2.4;"{""type"": ""Point"", ""coordinates"": [2.3489199997306223, 48.888315998935994]}";48.8883159989,2.34891999973
40490103;PILE;ECM1;8  vis-à-vis RUE DU GENERAL HUMBERT;14;MIX;Z2 MIX 6H 5U;14E;2.4;"{""type"": ""Point"", ""coordinates"": [2.30763199988739, 48.82664799882581]}";48.8266479988,2.30763199989
29530202;SOLAIRE;ECA1;20   RUE DUCHEFDELAVILLE;13;MIX;Z2 MIX 6H 5U;13R;2.4;"{""type"": ""Point"", ""coordinates"": [2.369386000052856, 48.83139499899989]}";48.831394999,2.36938600005
40510202;PILE;ECM1;4   RUE DU GENERAL LAMBERT;7;MIX;Z1 MIX 6H 5U;7E;4.0;"{""type"": ""Point"", ""coordinates"": [2.2941889999632252, 48.8557579994844]}";48.8557579995,2.29418899996
29900803;SOLAIRE;ECA1;61   RUE DE DUNKERQUE;9;MIX;Z1 MIX 6H 5U;9F;4.0;"{""type"": ""Point"", ""coordinates"": [2.34882300044472, 48.881317998624844]}";48.8813179986,2.34882300044
40650104;SOLAIRE;ECA1;8   AVENUE DU GENERAL MAISTRE;14;MIX;Z2 MIX 6H 5U;14F;2.4;"{""type"": ""Point"", ""coordinates"": [2.315544000501705, 48.824708999002844]}";48.824708999,2.3155440005
29920101;SOLAIRE;ECA1;9   RUE DUNOIS;13;MIX;Z2 MIX 6H 5U;13S;2.4;"{""type"": ""Point"", ""coordinates"": [2.370812999877067, 48.829933999220486]}";48.8299339992,2.37081299988
41060204;SOLAIRE;ECA1;14   RUE GEOFFROY MARIE;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.344292999422349, 48.873632999443004]}";48.8736329994,2.34429299942
29920201;SOLAIRE;ECA1;18  vis-à-vis RUE DUNOIS;13;MIX;Z2 MIX 6H 5U;13R;2.4;"{""type"": ""Point"", ""coordinates"": [2.370075999736004, 48.830541999411366]}";48.8305419994,2.37007599974
41160201;SOLAIRE;ECA1;3   RUE GEORGE SAND;16;MIX;Z2 MIX 6H 5U;16U;2.4;"{""type"": ""Point"", ""coordinates"": [2.269538000571801, 48.84884999899942]}";48.848849999,2.26953800057
29920703;SOLAIRE;ECA1;68  vis-à-vis RUE DUNOIS;13;MIX;Z2 MIX 6H 5U;13R;2.4;"{""type"": ""Point"", ""coordinates"": [2.366418260275043, 48.832944828988964]}";48.832944829,2.36641826028
41290102;PILE;ECM1;2   RUE GEORGES DE PORTO RICHE;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.328393999658484, 48.82192399881508]}";48.8219239988,2.32839399966
30230104;PILE;ECM1;5  vis-à-vis AVENUE DUQUESNE;7;MIX;Z1 MIX 6H 5U;7H;4.0;"{""type"": ""Point"", ""coordinates"": [2.306988000631477, 48.85351099899492]}";48.853510999,2.30698800063
41410206;PILE;ECM1;22   AVENUE GEORGES MANDEL;16;MIX;Z2 MIX 6H 5U;16K;2.4;"{""type"": ""Point"", ""coordinates"": [2.283108000404972, 48.86357099909998]}";48.8635709991,2.2831080004
30610206;SOLAIRE;ECA1;0   AVENUE DUTUIT;8;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.315790000071676, 48.86610599948138]}";48.8661059995,2.31579000007
42110202;SOLAIRE;ECA1;16   RUE DES GOBELINS;13;MIX;Z2 MIX 6H 5U;13J;2.4;"{""type"": ""Point"", ""coordinates"": [2.351122000194348, 48.83593299875477]}";48.8359329988,2.35112200019
30981301;PILE;ECM1;53   RUE DES ECOLES;5;MIX;Z1 MIX 6H 5U;5J;4.0;"{""type"": ""Point"", ""coordinates"": [2.3428979997697112, 48.85011699912973]}";48.8501169991,2.34289799977
42220204;SOLAIRE;ECA1;18   RUE GODOT DE MAUROY;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.327255000012082, 48.8716649993058]}";48.8716649993,2.32725500001
31160802;PILE;ECM1;36   BOULEVARD EDGAR QUINET;14;MIX;Z2 MIX 6H 5U;14N;2.4;"{""type"": ""Point"", ""coordinates"": [2.32688599995077, 48.84066099897828]}";48.840660999,2.32688599995
42220206;SOLAIRE;ECA1;36   RUE GODOT DE MAUROY;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.327625999954749, 48.87261299893696]}";48.8726129989,2.32762599995
31160902;SOLAIRE;ECA1;60   BOULEVARD EDGAR QUINET;14;MIX;Z2 MIX 6H 5U;14N;2.4;"{""type"": ""Point"", ""coordinates"": [2.323883000675165, 48.841694999206105]}";48.8416949992,2.32388300068
61760503;SOLAIRE;ECA1;35   RUE DES MATHURINS;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.324733999989486, 48.87324199871948]}";48.8732419987,2.32473399999
31770101;SOLAIRE;ECA1;5   RUE DE L EGLISE;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.285303000306304, 48.845319999010094]}";48.845319999,2.28530300031
61830702;SOLAIRE;ECA1;56   RUE DE MAUBEUGE;9;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.346077999477941, 48.87859399922212]}";48.8785939992,2.34607799948
31770304;PILE;ECM1;45  vis-à-vis RUE DE L EGLISE;15;MIX;Z2 MIX 6H 5U;15P;2.4;"{""type"": ""Point"", ""coordinates"": [2.28812699992843, 48.84407899862752]}";48.8440789986,2.28812699993
62010103;PILE;ECM1;5 bis  AVENUE MAURICE D OCAGNE;14;MIX;Z2 MIX 6H 5U;14F;2.4;"{""type"": ""Point"", ""coordinates"": [2.312597000133724, 48.82470499865231]}";48.8247049987,2.31259700013
32130102;SOLAIRE;ECA1;8   RUE EMILE BLEMONT;18;MIX;Z2 MIX 6H 5U;18S;2.4;"{""type"": ""Point"", ""coordinates"": [2.341837000528116, 48.89474799927205]}";48.8947479993,2.34183700053
62210104;SOLAIRE;ECA1;16   RUE MAYET;6;MIX;Z1 MIX 6H 5U;6F;4.0;"{""type"": ""Point"", ""coordinates"": [2.318872999405149, 48.846630998652195]}";48.8466309987,2.31887299941
32890203;PILE;ECM1;43 bis  RUE DES ENTREPRENEURS;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.287501000386402, 48.84591699906222]}";48.8459169991,2.28750100039
62672002;SOLAIRE;ECA1;134  terre-plein BOULEVARD DE MENILMONTANT;20;MIX;Z2 MIX 6H 5U;20F;2.4;"{""type"": ""Point"", ""coordinates"": [2.383770000509881, 48.866183999432074]}";48.8661839994,2.38377000051
33150101;PILE;ECM1;9   RUE ERASME;5;MIX;Z1 MIX 6H 5U;5E;4.0;"{""type"": ""Point"", ""coordinates"": [2.34490399948435, 48.84239099950463]}";48.8423909995,2.34490399948
62820102;SOLAIRE;ECA1;8   RUE MERYON;16;MIX;Z2 MIX 6H 5U;16X;2.4;"{""type"": ""Point"", ""coordinates"": [2.255840000462717, 48.844319998888636]}";48.8443199989,2.25584000046
33790202;PILE;ECM1;6   RUE D ESTREES;7;MIX;Z1 MIX 6H 5U;7K;4.0;"{""type"": ""Point"", ""coordinates"": [2.313080999401786, 48.85174499862608]}";48.8517449986,2.3130809994
62960103;SOLAIRE;ECA1;3   AVENUE DE MESSINE;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.314240000246465, 48.87568399937758]}";48.8756839994,2.31424000025
33880104;SOLAIRE;ECA1;28   RUE ETIENNE DOLET;20;MIX;Z2 MIX 6H 5U;20E;2.4;"{""type"": ""Point"", ""coordinates"": [2.38568700008187, 48.86808499898113]}";48.868084999,2.38568700008
63240106;PILE;ECM1;28   RUE MICHEL ANGE;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.262522999909513, 48.84618899888835]}";48.8461889989,2.26252299991
34130103;PILE;ECM1;11   RUE EUGENE FOURNIERE;18;MIX;Z2 MIX 6H 5U;18S;2.4;"{""type"": ""Point"", ""coordinates"": [2.340696000106003, 48.89862299907854]}";48.8986229991,2.34069600011
54881104;SOLAIRE;ECA1;4   RUE DE MIRBEL;5;MIX;Z1 MIX 6H 5U;5F;4.0;"{""type"": ""Point"", ""coordinates"": [2.352464000389136, 48.84078999927112]}";48.8407899993,2.35246400039
34250501;PILE;ECM1;19   RUE EUGENE MANUEL;16;MIX;Z2 MIX 6H 5U;16N;2.4;"{""type"": ""Point"", ""coordinates"": [2.279979000001862, 48.859667999341504]}";48.8596679993,2.279979
64010602;SOLAIRE;ECA1;64   RUE DES MOINES;17;MIX;Z2 MIX 6H 5U;17S;2.4;"{""type"": ""Point"", ""coordinates"": [2.321084000141368, 48.89057099881871]}";48.8905709988,2.32108400014
34490202;SOLAIRE;ECA1;6   RUE D EUPATORIA;20;MIX;Z2 MIX 6H 5U;20E;2.4;"{""type"": ""Point"", ""coordinates"": [2.387771999362347, 48.868894998749]}";48.8688949987,2.38777199936
64110502;PILE;ECM1;34   RUE MOLITOR;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.261388000665212, 48.84533199883088]}";48.8453319988,2.26138800067
34651207;PILE;ECM1;127   BOULEVARD EXELMANS;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.258655000482569, 48.846756998729944]}";48.8467569987,2.25865500048
64900104;PILE;ECM1;8   RUE DE MONTEVIDEO;16;MIX;Z2 MIX 6H 5U;16L;2.4;"{""type"": ""Point"", ""coordinates"": [2.273706999355119, 48.86708799882322]}";48.8670879988,2.27370699936
34651206;PILE;ECM1;126   BOULEVARD EXELMANS;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.259329999793197, 48.84707799909784]}";48.8470779991,2.25932999979
65160401;PILE;ECM1;77   BOULEVARD DE MONTMORENCY;16;MIX;Z2 MIX 6H 5U;16W;2.4;"{""type"": ""Point"", ""coordinates"": [2.261679000213166, 48.8499989992753]}";48.8499989993,2.26167900021
35040202;SOLAIRE;ECA1;10   RUE FANTIN LATOUR;16;MIX;Z2 MIX 6H 5U;16Z;2.4;"{""type"": ""Point"", ""coordinates"": [2.265618999990429, 48.83981499865484]}";48.8398149987,2.26561899999
65300801;SOLAIRE;ECA1;77   RUE DE MONTREUIL;11;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.391060000649023, 48.85050799868068]}";48.8505079987,2.39106000065
35141202;PILE;ECM1;106   RUE DU FAUBOURG SAINT ANTOINE;12;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.376973999889081, 48.851024999440156]}";48.8510249994,2.37697399989
65640102;SOLAIRE;ECA1;3  vis-à-vis RUE MORLOT;9;MIX;Z1 MIX 6H 5U;9E;4.0;"{""type"": ""Point"", ""coordinates"": [2.331075999791878, 48.87744399905792]}";48.8774439991,2.33107599979
35142003;SOLAIRE;ECA1;251   RUE DU FAUBOURG SAINT ANTOINE;11;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.386168999752677, 48.849978998751524]}";48.8499789988,2.38616899975
65730203;SOLAIRE;ECA1;33   RUE DE MOSCOU;8;MIX;Z1 MIX 6H 5U;8L;4.0;"{""type"": ""Point"", ""coordinates"": [2.322846000176963, 48.88160199908827]}";48.8816019991,2.32284600018
35142501;SOLAIRE;ECA1;317   RUE DU FAUBOURG SAINT ANTOINE;11;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.393589000116607, 48.84882899914299]}";48.8488289991,2.39358900012
66010202;SOLAIRE;ECA1;23  vis-à-vis RUE DU MOULIN JOLY;11;MIX;Z1 MIX 6H 5U;11E;4.0;"{""type"": ""Point"", ""coordinates"": [2.378384000044868, 48.86974799947881]}";48.8697479995,2.37838400004
35141907;SOLAIRE;ECA1;225  terre-plein RUE DU FAUBOURG SAINT ANTOINE;11;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.383939999340065, 48.850279999350455]}";48.8502799994,2.38393999934
66060303;SOLAIRE;ECA1;59   RUE DU MOULIN VERT;14;MIX;Z2 MIX 6H 5U;14M;2.4;"{""type"": ""Point"", ""coordinates"": [2.320252999651483, 48.831109999498466]}";48.8311099995,2.32025299965
35160502;PILE;ECA1;78   RUE DU FAUBOURG SAINT DENIS;10;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.354801000459834, 48.873286998823936]}";48.8732869988,2.35480100046
66220102;SOLAIRE;ECA1;14   RUE DE MOUZAIA;19;MIX;Z2 MIX 6H 5U;19N;2.4;"{""type"": ""Point"", ""coordinates"": [2.391508999930362, 48.880041999038234]}";48.880041999,2.39150899993
35410702;SOLAIRE;ECA1;82   RUE DE LA FEDERATION;15;MIX;Z2 MIX 6H 5U;15F;2.4;"{""type"": ""Point"", ""coordinates"": [2.297496000166677, 48.85285099934679]}";48.8528509993,2.29749600017
66261402;PILE;ECM1;114   AVENUE MOZART;16;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.266909000362511, 48.85043399876737]}";48.8504339988,2.26690900036
35530201;PILE;ECM1;29   AVENUE FELIX FAURE;15;MIX;Z2 MIX 6H 5U;15P;2.4;"{""type"": ""Point"", ""coordinates"": [2.289912000291845, 48.84180899883348]}";48.8418089988,2.28991200029
66750401;SOLAIRE;ECA1;43   RUE DE NAPLES;8;MIX;Z1 MIX 6H 5U;8K;4.0;"{""type"": ""Point"", ""coordinates"": [2.316551000197992, 48.87920999907779]}";48.8792099991,2.3165510002
35530202;PILE;ECM1;22   AVENUE FELIX FAURE;15;MIX;Z2 MIX 6H 5U;15P;2.4;"{""type"": ""Point"", ""coordinates"": [2.290061999483215, 48.84208999942264]}";48.8420899994,2.29006199948
67500202;SOLAIRE;ECA1;8   RUE NICOLAS APPERT;11;MIX;Z1 MIX 6H 5U;11G;4.0;"{""type"": ""Point"", ""coordinates"": [2.37034700056424, 48.8590299988006]}";48.8590299988,2.37034700056
35531303;PILE;ECM1;137   AVENUE FELIX FAURE;15;MIX;Z2 MIX 6H 5U;15W;2.4;"{""type"": ""Point"", ""coordinates"": [2.27998400035678, 48.83748599949154]}";48.8374859995,2.27998400036
68030601;SOLAIRE;ECA1;103   RUE NOLLET;17;MIX;Z2 MIX 6H 5U;17R;2.4;"{""type"": ""Point"", ""coordinates"": [2.317608999833809, 48.88906299935993]}";48.8890629994,2.31760899983
44770201;SOLAIRE;ECA1;13 bis  RUE FELIX TERRIER;20;MIX;Z2 MIX 6H 5U;20K;2.4;"{""type"": ""Point"", ""coordinates"": [2.4105978799370282, 48.8587115490226]}";48.858711549,2.41059787994
68170101;SOLAIRE;ECA1;2   RUE DE NORMANDIE;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.364364019990535, 48.862832619397736]}";48.8628326194,2.36436401999
35780103;SOLAIRE;ECA1;18  vis-à-vis AVENUE FERDINAND BUISSON;16;MIX;Z2 MIX 6H 5U;16X;2.4;"{""type"": ""Point"", ""coordinates"": [2.253809000292615, 48.836205998670614]}";48.8362059987,2.25380900029
68601201;PILE;ECM1;32  vis-à-vis AVENUE DE L OBSERVATOIRE;14;MIX;Z2 MIX 6H 5U;14P;2.4;"{""type"": ""Point"", ""coordinates"": [2.336699000656323, 48.83802099941688]}";48.8380209994,2.33669900066
36730402;SOLAIRE;ECA1;32   RUE DE FLEURUS;6;MIX;Z1 MIX 6H 5U;6G;4.0;"{""type"": ""Point"", ""coordinates"": [2.328845999676225, 48.846962998888046]}";48.8469629989,2.32884599968
68600510;SOLAIRE;ECA1;6   AVENUE DE L OBSERVATOIRE;6;MIX;Z1 MIX 6H 5U;6G;4.0;"{""type"": ""Point"", ""coordinates"": [2.3363030001597043, 48.842916999381714]}";48.8429169994,2.33630300016
36961904;SOLAIRE;ECA1;26   AVENUE FOCH;16;MIX;Z2 MIX 6H 5U;16E;2.4;"{""type"": ""Point"", ""coordinates"": [2.289102000172581, 48.873728998941644]}";48.8737289989,2.28910200017
68600502;PILE;ECM1;2   AVENUE DE L OBSERVATOIRE;6;MIX;Z1 MIX 6H 5U;6G;4.0;"{""type"": ""Point"", ""coordinates"": [2.33637300020638, 48.8439769986643]}";48.8439769987,2.33637300021
37290202;PILE;ECM1;0   PLACE DE FONTENOY;7;MIX;Z1 MIX 6H 5U;7H;4.0;"{""type"": ""Point"", ""coordinates"": [2.306774000087108, 48.850955998625956]}";48.8509559986,2.30677400009
68860101;PILE;ECM1;3   RUE D OLIVET;7;MIX;Z1 MIX 6H 5U;7N;4.0;"{""type"": ""Point"", ""coordinates"": [2.3194710000221193, 48.84955699909507]}";48.8495569991,2.31947100002
37670202;SOLAIRE;ECA1;10   RUE FOURCROY;17;MIX;Z2 MIX 6H 5U;17H;2.4;"{""type"": ""Point"", ""coordinates"": [2.295497000441619, 48.88003599888364]}";48.8800359989,2.29549700044
68910103;SOLAIRE;ECA1;15   RUE OLIVIER METRA;20;MIX;Z2 MIX 6H 5U;20M;2.4;"{""type"": ""Point"", ""coordinates"": [2.394556000527556, 48.87236899921203]}";48.8723689992,2.39455600053
37910301;PILE;ECM1;17   RUE FRANCOEUR;18;MIX;Z2 MIX 6H 5U;18N;2.4;"{""type"": ""Point"", ""coordinates"": [2.341050000245083, 48.89047199923537]}";48.8904719992,2.34105000025
69580901;SOLAIRE;ECA1;79   RUE DES ORTEAUX;20;MIX;Z2 MIX 6H 5U;20K;2.4;"{""type"": ""Point"", ""coordinates"": [2.406575000578579, 48.85612599881534]}";48.8561259988,2.40657500058
37990202;SOLAIRE;ECA1;16   RUE FRANCOIS GERARD;16;MIX;Z2 MIX 6H 5U;16U;2.4;"{""type"": ""Point"", ""coordinates"": [2.271001000027267, 48.84879999938119]}";48.8487999994,2.27100100003
69800801;PILE;ECM1;95   RUE DE L OURCQ;19;MIX;Z2 MIX 6H 5U;19E;2.4;"{""type"": ""Point"", ""coordinates"": [2.376092000174576, 48.89349199897379]}";48.893491999,2.37609200017
38180105;PILE;ECM1;13   AVENUE FRANCO RUSSE;7;MIX;Z1 MIX 6H 5U;7E;4.0;"{""type"": ""Point"", ""coordinates"": [2.298961999385902, 48.86001999951002]}";48.8600199995,2.29896199939
70670401;SOLAIRE;ECA1;19   AVENUE PARMENTIER;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.37812500057249, 48.860616999002396]}";48.860616999,2.37812500057
39380101;SOLAIRE;ECA1;15   RUE GAMBEY;11;MIX;Z1 MIX 6H 5U;11E;4.0;"{""type"": ""Point"", ""coordinates"": [2.37171599931792, 48.86537499949268]}";48.8653749995,2.37171599932
70670601;SOLAIRE;ECA1;33   AVENUE PARMENTIER;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.376967000342252, 48.86181699949549]}";48.8618169995,2.37696700034
39670102;PILE;ECM1;14   RUE GASSENDI;14;MIX;Z2 MIX 6H 5U;14L;2.4;"{""type"": ""Point"", ""coordinates"": [2.327092000139259, 48.83542199884359]}";48.8354219988,2.32709200014
70760402;SOLAIRE;ECA1;38   RUE PASCAL;13;MIX;Z2 MIX 6H 5U;13H;2.4;"{""type"": ""Point"", ""coordinates"": [2.348714999572931, 48.836657999359794]}";48.8366579994,2.34871499957
39920203;SOLAIRE;ECA1;21   RUE GAUTHEY;17;MIX;Z2 MIX 6H 5U;17S;2.4;"{""type"": ""Point"", ""coordinates"": [2.320645999845047, 48.891988999065504]}";48.8919889991,2.32064599985
70900101;SOLAIRE;ECA1;5   RUE PASTEUR;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.374738000017458, 48.86192399890775]}";48.8619239989,2.37473800002
40260301;SOLAIRE;ECA1;0   PLACE GENERAL COCHET;19;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.394030000453472, 48.8861939993401]}";48.8861939993,2.39403000045
70920202;SOLAIRE;ECA1;7  vis-à-vis RUE DU PASTEUR WAGNER;11;MIX;Z1 MIX 6H 5U;11G;4.0;"{""type"": ""Point"", ""coordinates"": [2.36970099977404, 48.85571499919377]}";48.8557149992,2.36970099977
40410103;SOLAIRE;ECA1;7   RUE DU GENERAL FOY;8;MIX;Z1 MIX 6H 5U;8K;4.0;"{""type"": ""Point"", ""coordinates"": [2.318291000198597, 48.87747399887767]}";48.8774739989,2.3182910002
25260902;SOLAIRE;ECA1;6   AVENUE PAUL APPELL;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.329644359960644, 48.821127609027116]}";48.821127609,2.32964435996
40770202;SOLAIRE;ECA1;10   RUE DU GENERAL NIOX;16;MIX;Z2 MIX 6H 5U;16Z;2.4;"{""type"": ""Point"", ""coordinates"": [2.262609000665746, 48.83687899863959]}";48.8368789986,2.26260900067
71490801;PILE;ECM1;73   AVENUE PAUL DOUMER;16;MIX;Z2 MIX 6H 5U;16N;2.4;"{""type"": ""Point"", ""coordinates"": [2.27826699978238, 48.85946799865727]}";48.8594679987,2.27826699978
40940102;SOLAIRE;ECA1;10   PASSAGE DU GENIE;12;MIX;Z2 MIX 6H 5U;12H;2.4;"{""type"": ""Point"", ""coordinates"": [2.389474000547741, 48.84859099894155]}";48.8485909989,2.38947400055
71760102;PILE;ECM1;4   RUE PAUL SAUNIERE;16;MIX;Z2 MIX 6H 5U;16N;2.4;"{""type"": ""Point"", ""coordinates"": [2.280288999415583, 48.85936899901752]}";48.859368999,2.28028899942
42160101;SOLAIRE;ECA1;7   RUE GODEFROY;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.357632999780944, 48.83190899928629]}";48.8319089993,2.35763299978
72280102;SOLAIRE;ECA1;14   RUE PELLEPORT;20;MIX;Z2 MIX 6H 5U;20L;2.4;"{""type"": ""Point"", ""coordinates"": [2.405163000682743, 48.86281299865551]}";48.8628129987,2.40516300068
61740104;SOLAIRE;ECA1;18   RUE MATHURIN REGNIER;15;MIX;Z2 MIX 6H 5U;15J;2.4;"{""type"": ""Point"", ""coordinates"": [2.3075629994070193, 48.83992899933664]}";48.8399289993,2.30756299941
72630104;PILE;ECM1;12   RUE PERGOLESE;16;MIX;Z2 MIX 6H 5U;16E;2.4;"{""type"": ""Point"", ""coordinates"": [2.284743000655178, 48.87537899947553]}";48.8753789995,2.28474300066
61780403;SOLAIRE;ECA1;33 bis  AVENUE MATIGNON;8;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.314401999550074, 48.87221799945953]}";48.8722179995,2.31440199955
74010802;PILE;ECM1;56  terre-plein BOULEVARD DE PICPUS;12;MIX;Z2 MIX 6H 5U;12P;2.4;"{""type"": ""Point"", ""coordinates"": [2.401981000518516, 48.84386399889671]}";48.8438639989,2.40198100052
62380104;PILE;ECM1;10   RUE MECHAIN;14;MIX;Z2 MIX 6H 5U;14P;2.4;"{""type"": ""Point"", ""coordinates"": [2.3403749994379153, 48.835636999230225]}";48.8356369992,2.34037499944
3500201;SOLAIRE;ECA1;33   AVENUE PIERRE MENDES FRANCE;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.370243490028561, 48.83854851941233]}";48.8385485194,2.37024349003
62570101;SOLAIRE;ECA1;7   RUE MELINGUE;19;MIX;Z2 MIX 6H 5U;19L;2.4;"{""type"": ""Point"", ""coordinates"": [2.385812000528055, 48.87495599907809]}";48.8749559991,2.38581200053
74610103;PILE;ECM1;5   RUE PIERRE LOUYS;16;MIX;Z2 MIX 6H 5U;16T;2.4;"{""type"": ""Point"", ""coordinates"": [2.275581000577513, 48.85035899885586]}";48.8503589989,2.27558100058
62670301;SOLAIRE;ECA1;41   BOULEVARD DE MENILMONTANT;11;MIX;Z1 MIX 6H 5U;11J;4.0;"{""type"": ""Point"", ""coordinates"": [2.388216999976019, 48.86070499936601]}";48.8607049994,2.38821699998
74750103;SOLAIRE;ECA1;31   RUE PIERRE REBIERE;17;MIX;Z2 MIX 6H 5U;17T;2.4;"{""type"": ""Point"", ""coordinates"": [2.319091000307653, 48.897717998952274]}";48.897717999,2.31909100031
64140201;SOLAIRE;ECA1;3   RUE MOLLIEN;8;MIX;Z1 MIX 6H 5U;8J;4.0;"{""type"": ""Point"", ""coordinates"": [2.313212999891072, 48.87733899875328]}";48.8773389988,2.31321299989
74750105;SOLAIRE;ECA1;71   RUE PIERRE REBIERE;17;MIX;Z2 MIX 6H 5U;17T;2.4;"{""type"": ""Point"", ""coordinates"": [2.316779999596802, 48.89683499921335]}";48.8968349992,2.3167799996
64630502;PILE;ECM1;38   RUE MONTCALM;18;MIX;Z2 MIX 6H 5U;18P;2.4;"{""type"": ""Point"", ""coordinates"": [2.338795000595691, 48.89355999929553]}";48.8935599993,2.3387950006
74790202;SOLAIRE;ECA1;10   RUE PIERRE SEMARD;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.347032999693051, 48.877483998841335]}";48.8774839988,2.34703299969
65050102;PILE;ECM1;4   RUE MONTICELLI;14;MIX;Z2 MIX 6H 5U;14G;2.4;"{""type"": ""Point"", ""coordinates"": [2.328802000091604, 48.82196699922872]}";48.8219669992,2.32880200009
74840202;SOLAIRE;ECA1;20   RUE JEAN BAPTISTE PIGALLE;9;MIX;Z1 MIX 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.333259999975754, 48.87901599912511]}";48.8790159991,2.33325999998
65160106;PILE;ECM1;19  vis-à-vis BOULEVARD DE MONTMORENCY;16;MIX;Z2 MIX 6H 5U;16R;2.4;"{""type"": ""Point"", ""coordinates"": [2.263186999350783, 48.85438299892786]}";48.8543829989,2.26318699935
4330203;SOLAIRE;ECA1;64   RUE DE LA PLAINE;20;MIX;Z2 MIX 6H 5U;20H;2.4;"{""type"": ""Point"", ""coordinates"": [2.405406719903489, 48.85026030913994]}";48.8502603091,2.4054067199
65280101;SOLAIRE;ECA1;9   RUE DE MONTPENSIER;1;MIX;Z1 MIX 6H 5U;1E;4.0;"{""type"": ""Point"", ""coordinates"": [2.336480999947089, 48.86431799930352]}";48.8643179993,2.33648099995
76010102;SOLAIRE;ECA1;4   RUE DE PONT A MOUSSON;17;MIX;Z2 MIX 6H 5U;17U;2.4;"{""type"": ""Point"", ""coordinates"": [2.324188000576468, 48.89788699929901]}";48.8978869993,2.32418800058
