N° d'horodateur;Alimentation;Modèle;Adresse;Arrondissement;Type de régime;Tarif du stationnement;Zone résidentielle;Tarif horaire;geo_shape;geo_point_2d
51120502;SOLAIRE;ECA1;24   RUE JULIEN LACROIX;20;MIX;Z2 MIX 6H 5U;20E;2.4;"{""type"": ""Point"", ""coordinates"": [2.385173999603023, 48.869858999251896]}";48.8698589993,2.3851739996
83391603;SOLAIRE;ECA1;153   RUE DE ROME;17;MIX;Z2 MIX 6H 5U;17R;2.4;"{""type"": ""Point"", ""coordinates"": [2.3153339993515782, 48.886647999489014]}";48.8866479995,2.31533399935
52400603;SOLAIRE;ECA1;35   RUE LA FAYETTE;9;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.338406790330021, 48.87446289862461]}";48.8744628986,2.33840679033
84000102;PILE;ECM1;26   RUE ROUSSELET;7;MIX;Z1 MIX 6H 5U;7N;4.0;"{""type"": ""Point"", ""coordinates"": [2.318651000611639, 48.848374999070195]}";48.8483749991,2.31865100061
52730101;SOLAIRE;ECA1;11   RUE DE LA JONQUIERE;17;MIX;Z2 MIX 6H 5U;17S;2.4;"{""type"": ""Point"", ""coordinates"": [2.326842999318071, 48.893115999459326]}";48.8931159995,2.32684299932
86060502;SOLAIRE;ECA1;46   RUE SAINT FERDINAND;17;MIX;Z2 MIX 6H 5U;17F;2.4;"{""type"": ""Point"", ""coordinates"": [2.286633999722003, 48.87745999916227]}";48.8774599992,2.28663399972
52881001;PILE;ECA1;93   RUE LAMARCK;18;MIX;Z2 MIX 6H 5U;18F;2.4;"{""type"": ""Point"", ""coordinates"": [2.335138999478917, 48.890393998949065]}";48.8903939989,2.33513899948
86480703;PILE;ECM1;125   RUE SAINT JACQUES;5;MIX;Z1 MIX 6H 5U;5J;4.0;"{""type"": ""Point"", ""coordinates"": [2.343969000434198, 48.84767699892861]}";48.8476769989,2.34396900043
53380102;SOLAIRE;ECA1;6   RUE LAPEYRERE;18;MIX;Z2 MIX 6H 5U;18N;2.4;"{""type"": ""Point"", ""coordinates"": [2.342874999995334, 48.891481999323545]}";48.8914819993,2.342875
86730502;SOLAIRE;ECA1;56   RUE SAINT LAZARE;9;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.333876999951539, 48.87694699876725]}";48.8769469988,2.33387699995
53380202;PILE;ECM1;14   RUE LAPEYRERE;18;MIX;Z2 MIX 6H 5U;18N;2.4;"{""type"": ""Point"", ""coordinates"": [2.343292999665305, 48.892485999052106]}";48.8924859991,2.34329299967
86920101;SOLAIRE;ECA1;15   BOULEVARD SAINT MARTIN;3;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.360404429436669, 48.868235619468464]}";48.8682356195,2.36040442944
53620202;PILE;ECM1;12   RUE LARREY;5;MIX;Z1 MIX 6H 5U;5G;4.0;"{""type"": ""Point"", ""coordinates"": [2.353712999361725, 48.84243099904739]}";48.842430999,2.35371299936
86942401;SOLAIRE;ECA1;341   RUE SAINT MARTIN;3;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.354990000535052, 48.86816499864007]}";48.8681649986,2.35499000054
53640101;SOLAIRE;ECA1;5   RUE LARRIBE;8;MIX;Z1 MIX 6H 5U;8K;4.0;"{""type"": ""Point"", ""coordinates"": [2.317793000000453, 48.88044699915932]}";48.8804469992,2.317793
87160102;SOLAIRE;ECA1;8   RUE DE SAINTONGE;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.36182299943296, 48.86118599935176]}";48.8611859994,2.36182299943
53720301;SOLAIRE;ECA1;15   RUE LASSUS;19;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.388968999628978, 48.87585799880464]}";48.8758579988,2.38896899963
87230302;SOLAIRE;ECA1;8   RUE SAINT PAUL;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.361433000424415, 48.85318099868151]}";48.8531809987,2.36143300042
53830602;SOLAIRE;ECA1;80   BOULEVARD DE LA TOUR MAUBOURG;7;MIX;Z1 MIX 6H 5U;7J;4.0;"{""type"": ""Point"", ""coordinates"": [2.309623999633212, 48.85586699941748]}";48.8558669994,2.30962399963
87480201;SOLAIRE;ECA1;13   RUE SAINT SABIN;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.371960999618901, 48.8552919987221]}";48.8552919987,2.37196099962
54150103;SOLAIRE;ECA1;13   RUE LAVOISIER;8;MIX;Z1 MIX 6H 5U;8H;4.0;"{""type"": ""Point"", ""coordinates"": [2.321047000233595, 48.87374499947489]}";48.8737449995,2.32104700023
87750102;PILE;ECM1;1   RUE SAINT THOMAS D AQUIN;7;MIX;Z1 MIX 6H 5U;7L;4.0;"{""type"": ""Point"", ""coordinates"": [2.327129649703127, 48.85589087948198]}";48.8558908795,2.3271296497
54220405;SOLAIRE;ECA1;37   RUE LEBLANC;15;MIX;Z2 MIX 6H 5U;15N;2.4;"{""type"": ""Point"", ""coordinates"": [2.275328999597314, 48.83949199947919]}";48.8394919995,2.2753289996
87840103;PILE;ECM1;2  vis-à-vis RUE SAINT YVES;14;MIX;Z2 MIX 6H 5U;14J;2.4;"{""type"": ""Point"", ""coordinates"": [2.334699999603771, 48.825581998998715]}";48.825581999,2.3346999996
54390101;SOLAIRE;ECA1;5   RUE LE CHATELIER;17;MIX;Z2 MIX 6H 5U;17N;2.4;"{""type"": ""Point"", ""coordinates"": [2.295609000364723, 48.88568099880088]}";48.8856809988,2.29560900036
88090901;SOLAIRE;ECA1;93   RUE DE LA SANTE;13;MIX;Z2 MIX 6H 5U;13G;2.4;"{""type"": ""Point"", ""coordinates"": [2.341443000678373, 48.830128998808455]}";48.8301289988,2.34144300068
55210102;PILE;ECA1;6   RUE LEO DELIBES;16;MIX;Z2 MIX 6H 5U;16I;2.4;"{""type"": ""Point"", ""coordinates"": [2.288707000586019, 48.86678399935157]}";48.8667839994,2.28870700059
88720202;PILE;ECM1;6   RUE SCHEFFER;16;MIX;Z2 MIX 6H 5U;16K;2.4;"{""type"": ""Point"", ""coordinates"": [2.284173000009952, 48.86063599904981]}";48.860635999,2.28417300001
55541001;SOLAIRE;ECA1;75   RUE LEON FROT;11;MIX;Z1 MIX 6H 5U;11J;4.0;"{""type"": ""Point"", ""coordinates"": [2.384846999396788, 48.8572969987655]}";48.8572969988,2.3848469994
88870101;SOLAIRE;ECA1;5   RUE SCRIBE;9;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.330274999950482, 48.87139299887208]}";48.8713929989,2.33027499995
8650102;SOLAIRE;ECA1;2   AVENUE BENOIT FRACHON;20;MIX;Z2 MIX 6H 5U;20J;2.4;"{""type"": ""Point"", ""coordinates"": [2.415689999332498, 48.85256899936318]}";48.8525689994,2.41568999933
88920501;SOLAIRE;ECA1;53   RUE SEBASTIEN MERCIER;15;MIX;Z2 MIX 6H 5U;15N;2.4;"{""type"": ""Point"", ""coordinates"": [2.281005000482232, 48.84341099925542]}";48.8434109993,2.28100500048
57550202;PILE;ECM1;5  vis-à-vis RUE DE LORRAINE;19;MIX;Z2 MIX 6H 5U;19K;2.4;"{""type"": ""Point"", ""coordinates"": [2.38420327956551, 48.88450587861474]}";48.8845058786,2.38420327957
88920602;SOLAIRE;ECA1;74   RUE SEBASTIEN MERCIER;15;MIX;Z2 MIX 6H 5U;15N;2.4;"{""type"": ""Point"", ""coordinates"": [2.281846999840283, 48.84307199879483]}";48.8430719988,2.28184699984
57600102;SOLAIRE;ECA1;12   RUE DE LOTA;16;MIX;Z2 MIX 6H 5U;16L;2.4;"{""type"": ""Point"", ""coordinates"": [2.275677999347865, 48.86682099891754]}";48.8668209989,2.27567799935
89090202;PILE;ECM1;2  terre-plein contre-allée AVENUE DE SEGUR;7;MIX;Z1 MIX 6H 5U;7J;4.0;"{""type"": ""Point"", ""coordinates"": [2.311071999922659, 48.85302899910261]}";48.8530289991,2.31107199992
57660608;SOLAIRE;ECA1;132   QUAI LOUIS BLERIOT;16;MIX;Z2 MIX 6H 5U;16V;2.4;"{""type"": ""Point"", ""coordinates"": [2.269780999551534, 48.84241799926941]}";48.8424179993,2.26978099955
89090902;PILE;ECM1;40   AVENUE DE SEGUR;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.305680000182396, 48.847765998943075]}";48.8477659989,2.30568000018
57970501;SOLAIRE;ECA1;90  vis-à-vis RUE LOUIS LUMIERE;20;MIX;Z2 MIX 6H 5U;20K;2.4;"{""type"": ""Point"", ""coordinates"": [2.410571000590744, 48.86368799880816]}";48.8636879988,2.41057100059
89100101;SOLAIRE;ECA1;1   VILLA DE SEGUR;7;MIX;Z1 MIX 6H 5U;7K;4.0;"{""type"": ""Point"", ""coordinates"": [2.309643999589648, 48.85060899939732]}";48.8506089994,2.30964399959
58140501;SOLAIRE;ECA1;29   RUE DE LOURMEL;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.290714999453241, 48.848679999444165]}";48.8486799994,2.29071499945
89340302;SOLAIRE;ECA1;18   RUE SERPOLLET;20;MIX;Z2 MIX 6H 5U;20K;2.4;"{""type"": ""Point"", ""coordinates"": [2.412151000105123, 48.86083299866532]}";48.8608329987,2.41215100011
58140802;PILE;ECM1;62   RUE DE LOURMEL;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.288601000213477, 48.84644199895804]}";48.846441999,2.28860100021
89950101;PILE;ECM1;1   RUE SIVEL;14;MIX;Z2 MIX 6H 5U;14L;2.4;"{""type"": ""Point"", ""coordinates"": [2.327404000610309, 48.83372599880176]}";48.8337259988,2.32740400061
59680603;SOLAIRE;ECA1;65   RUE DE MALTE;11;MIX;Z1 MIX 6H 5U;11G;4.0;"{""type"": ""Point"", ""coordinates"": [2.365582000499813, 48.86791999945297]}";48.8679199995,2.3655820005
90010204;SOLAIRE;ECA1;14   AVENUE DE LA SOEUR ROSALIE;13;MIX;Z2 MIX 6H 5U;13J;2.4;"{""type"": ""Point"", ""coordinates"": [2.353101000140287, 48.832234999104514]}";48.8322349991,2.35310100014
59830101;PILE;ECA1;1   RUE DE LA MANUTENTION;16;MIX;Z2 MIX 6H 5U;16H;2.4;"{""type"": ""Point"", ""coordinates"": [2.296101999705149, 48.86364199904109]}";48.863641999,2.29610199971
90250101;PILE;ECM1;3   RUE DE SONTAY;16;MIX;Z2 MIX 6H 5U;16F;2.4;"{""type"": ""Point"", ""coordinates"": [2.284606999909343, 48.87015899911559]}";48.8701589991,2.28460699991
59970502;SOLAIRE;ECA1;36 bis  AVENUE MARCEAU;8;MIX;Z1 MIX 6H 5U;8F;4.0;"{""type"": ""Point"", ""coordinates"": [2.299249000209383, 48.86806899929082]}";48.8680689993,2.29924900021
91071301;SOLAIRE;ECA1;55   BOULEVARD SUCHET;16;MIX;Z2 MIX 6H 5U;16R;2.4;"{""type"": ""Point"", ""coordinates"": [2.261477999413966, 48.8522759987214]}";48.8522759987,2.26147799941
60350202;PILE;ECM1;10   AVENUE MARC SANGNIER;14;MIX;Z2 MIX 6H 5U;14E;2.4;"{""type"": ""Point"", ""coordinates"": [2.3059149999113, 48.82626899879433]}";48.8262689988,2.30591499991
91142102;PILE;ECM1;158 bis  AVENUE DE SUFFREN;15;MIX;Z2 MIX 6H 5U;15G;2.4;"{""type"": ""Point"", ""coordinates"": [2.307665999706814, 48.84684499900366]}";48.846844999,2.30766599971
60490702;PILE;ECM1;0   AVENUE DU MARECHAL LYAUTEY;16;MIX;Z2 MIX 6H 5U;16R;2.4;"{""type"": ""Point"", ""coordinates"": [2.258647999757182, 48.85017099880647]}";48.8501709988,2.25864799976
92070303;PILE;ECA1;27   RUE DU TERRAGE;10;MIX;Z1 MIX 6H 5U;10F;4.0;"{""type"": ""Point"", ""coordinates"": [2.362508999384454, 48.87743399945099]}";48.8774339995,2.36250899938
60670202;SOLAIRE;ECA1;10   RUE MARIE ANDREE LAGROUA WEILL HALLE;13;MIX;Z2 MIX 6H 5U;13P;2.4;"{""type"": ""Point"", ""coordinates"": [2.380666500462925, 48.828131009512965]}";48.8281310095,2.38066650046
92300401;PILE;ECM1;45   RUE DU THEATRE;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.288582000134057, 48.84873499882719]}";48.8487349988,2.28858200013
61220102;PILE;ECA1;10   RUE DE MARSEILLE;10;MIX;Z1 MIX 6H 5U;10F;4.0;"{""type"": ""Point"", ""coordinates"": [2.363521999570919, 48.87149199871821]}";48.8714919987,2.36352199957
92300502;SOLAIRE;ECA1;58   RUE DU THEATRE;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.289549999709598, 48.84828899947641]}";48.8482889995,2.28954999971
12750402;SOLAIRE;ECA1;2   RUE MARYSE BASTIE;13;MIX;Z2 MIX 6H 5U;13N;2.4;"{""type"": ""Point"", ""coordinates"": [2.376136810632722, 48.82115447924373]}";48.8211544792,2.37613681063
92370102;SOLAIRE;ECA1;4   RUE THEODORE DE BANVILLE;17;MIX;Z2 MIX 6H 5U;17H;2.4;"{""type"": ""Point"", ""coordinates"": [2.29992800051972, 48.881404999237496]}";48.8814049992,2.29992800052
61580103;PILE;ECM1;9   RUE MASSENET;16;MIX;Z2 MIX 6H 5U;16N;2.4;"{""type"": ""Point"", ""coordinates"": [2.279269000685146, 48.85847999876653]}";48.8584799988,2.27926900069
92980302;SOLAIRE;ECA1;16   RUE DE THORIGNY;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.363372999710745, 48.860018999245526]}";48.8600189992,2.36337299971
81560303;SOLAIRE;ECA1;37   RUE DU REPOS;20;MIX;Z2 MIX 6H 5U;20G;2.4;"{""type"": ""Point"", ""coordinates"": [2.390120000110133, 48.859632998709415]}";48.8596329987,2.39012000011
93371401;SOLAIRE;ECA1;110  vis-à-vis RUE DE TOLBIAC;13;MIX;Z2 MIX 6H 5U;13L;2.4;"{""type"": ""Point"", ""coordinates"": [2.361827300507712, 48.82637125910582]}";48.8263712591,2.36182730051
81720502;SOLAIRE;ECA1;34   RUE DU RETRAIT;20;MIX;Z2 MIX 6H 5U;20F;2.4;"{""type"": ""Point"", ""coordinates"": [2.393678999628936, 48.869183999330915]}";48.8691839993,2.39367899963
26010401;SOLAIRE;ECA1;17   RUE DE LA TOMBE ISSOIRE;14;MIX;Z2 MIX 6H 5U;14H;2.4;"{""type"": ""Point"", ""coordinates"": [2.3356192995364218, 48.832351899224946]}";48.8323518992,2.33561929954
5900201;SOLAIRE;ECA1;4   RUE RIBOUTTE;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.346525560425294, 48.87624204942297]}";48.8762420494,2.34652556043
93420301;SOLAIRE;ECA1;37   RUE DE LA TOMBE ISSOIRE;14;MIX;Z2 MIX 6H 5U;14H;2.4;"{""type"": ""Point"", ""coordinates"": [2.334811999928572, 48.83111899913407]}";48.8311189991,2.33481199993
82081503;SOLAIRE;ECA1;99   BOULEVARD RICHARD LENOIR;11;MIX;Z1 MIX 6H 5U;11G;4.0;"{""type"": ""Point"", ""coordinates"": [2.370721999498082, 48.86383799926531]}";48.8638379993,2.3707219995
93620201;PILE;ECM1;19   RUE DE LA TOUR;16;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.282542000063909, 48.859401998941465]}";48.8594019989,2.28254200006
82080802;SOLAIRE;ECA1;46   BOULEVARD RICHARD LENOIR;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.372062999899422, 48.85870799898655]}";48.858707999,2.3720629999
93850302;SOLAIRE;ECA1;12   RUE TOURNEUX;12;MIX;Z2 MIX 6H 5U;12K;2.4;"{""type"": ""Point"", ""coordinates"": [2.398867000658794, 48.83778999919871]}";48.8377899992,2.39886700066
83040104;PILE;ECM1;10   RUE ROGER;14;MIX;Z2 MIX 6H 5U;14L;2.4;"{""type"": ""Point"", ""coordinates"": [2.32649699990369, 48.83535899923736]}";48.8353589992,2.3264969999
95060602;SOLAIRE;ECA1;30   RUE DE TURENNE;3;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.3645080000070893, 48.85666199868545]}";48.8566619987,2.36450800001
83390902;SOLAIRE;ECA1;66   RUE DE ROME;8;MIX;Z1 MIX 6H 5U;8L;4.0;"{""type"": ""Point"", ""coordinates"": [2.321492999943573, 48.88039799938308]}";48.8803979994,2.32149299994
95271702;PILE;ECM1;150   RUE DE L UNIVERSITE;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.308617000240946, 48.86120599912759]}";48.8612059991,2.30861700024
7760202;SOLAIRE;ECA1;1   RUE ROSSINI;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.340909930637634, 48.87308875914577]}";48.8730887591,2.34090993064
95272701;PILE;ECM1;207   RUE DE L UNIVERSITE;7;MIX;Z1 MIX 6H 5U;7E;4.0;"{""type"": ""Point"", ""coordinates"": [2.2984089994901202, 48.86040999920381]}";48.8604099992,2.29840899949
83780101;PILE;ECM1;9   RUE ROTTEMBOURG;12;MIX;Z2 MIX 6H 5U;12M;2.4;"{""type"": ""Point"", ""coordinates"": [2.4049160000192282, 48.838002999231044]}";48.8380029992,2.40491600002
97060804;SOLAIRE;ECA1;70   AVENUE DE VERSAILLES;16;MIX;Z2 MIX 6H 5U;16V;2.4;"{""type"": ""Point"", ""coordinates"": [2.272638999839642, 48.846582999389646]}";48.8465829994,2.27263899984
84240201;SOLAIRE;ECA1;5   RUE RUBENS;13;MIX;Z2 MIX 6H 5U;13J;2.4;"{""type"": ""Point"", ""coordinates"": [2.355130950196113, 48.83459647899424]}";48.834596479,2.3551309502
97061903;SOLAIRE;ECA1;196  vis-à-vis AVENUE DE VERSAILLES;16;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.26047300040405, 48.83880299896854]}";48.838802999,2.2604730004
84460304;SOLAIRE;ECA1;26   RUE DE LA SABLIERE;14;MIX;Z2 MIX 6H 5U;14M;2.4;"{""type"": ""Point"", ""coordinates"": [2.322560000301395, 48.832067999434614]}";48.8320679994,2.3225600003
97061907;SOLAIRE;ECA1;216  vis-à-vis AVENUE DE VERSAILLES;16;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.258962999541211, 48.838335998919405]}";48.8383359989,2.25896299954
85030703;SOLAIRE;ECA1;73   RUE SAINT BLAISE;20;MIX;Z2 MIX 6H 5U;20K;2.4;"{""type"": ""Point"", ""coordinates"": [2.409183000037036, 48.856846998824054]}";48.8568469988,2.40918300004
97110201;SOLAIRE;ECA1;21   RUE DU VERTBOIS;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.3578610005470892, 48.867022999483666]}";48.8670229995,2.35786100055
85130301;SOLAIRE;ECA1;43   RUE SAINT CHARLES;15;MIX;Z2 MIX 6H 5U;15M;2.4;"{""type"": ""Point"", ""coordinates"": [2.288178999818685, 48.84962399871312]}";48.8496239987,2.28817899982
97110403;SOLAIRE;ECA1;41   RUE DU VERTBOIS;3;MIX;Z1 MIX 6H 5U;3E;4.0;"{""type"": ""Point"", ""coordinates"": [2.356122640402071, 48.8674305692409]}";48.8674305692,2.3561226404
85131404;SOLAIRE;ECA1;168   RUE SAINT CHARLES;15;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.281001999918394, 48.84163099935119]}";48.8416309994,2.28100199992
97390601;SOLAIRE;ECA1;93   RUE DE LA VICTOIRE;9;MIX;Z1 MIX 6H 5U;9G;4.0;"{""type"": ""Point"", ""coordinates"": [2.3307259696424962, 48.87476597891224]}";48.8747659789,2.33072596964
85210101;SOLAIRE;ECA1;0   AVENUE DE SAINT CLOUD;16;MIX;Z2 MIX 6H 5U;16M;2.4;"{""type"": ""Point"", ""coordinates"": [2.266100000326846, 48.8626329991227]}";48.8626329991,2.26610000033
97610902;PILE;ECM1;100   AVENUE VICTOR HUGO;16;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.283007000621767, 48.868809999307494]}";48.8688099993,2.28300700062
86060204;SOLAIRE;ECA1;10   RUE SAINT FERDINAND;17;MIX;Z2 MIX 6H 5U;17F;2.4;"{""type"": ""Point"", ""coordinates"": [2.289858000150383, 48.878693998617244]}";48.8786939986,2.28985800015
97870102;SOLAIRE;ECA1;20   PASSAGE DE LA VIERGE;7;MIX;Z1 MIX 6H 5U;7J;4.0;"{""type"": ""Point"", ""coordinates"": [2.305693999356518, 48.85568299896769]}";48.855682999,2.30569399936
86190402;SOLAIRE;ECA1;34   BOULEVARD SAINT GERMAIN;5;MIX;Z1 MIX 6H 5U;5J;4.0;"{""type"": ""Point"", ""coordinates"": [2.351627999568182, 48.84967399922558]}";48.8496739992,2.35162799957
98020102;SOLAIRE;ECA1;12   RUE DES VIGNOLES;20;MIX;Z2 MIX 6H 5U;20G;2.4;"{""type"": ""Point"", ""coordinates"": [2.398270000606918, 48.853308998870695]}";48.8533089989,2.39827000061
74020504;PILE;ECM1;151 bis  RUE SAINT JACQUES;5;MIX;Z1 MIX 6H 5U;5H;4.0;"{""type"": ""Point"", ""coordinates"": [2.343332230652357, 48.84669837943051]}";48.8466983794,2.34333223065
98200202;PILE;ECM1;2 bis  AVENUE DE VILLARS;7;MIX;Z1 MIX 6H 5U;7K;4.0;"{""type"": ""Point"", ""coordinates"": [2.313048000673492, 48.853022998842995]}";48.8530229988,2.31304800067
87100201;PILE;ECM1;11   QUAI SAINT MICHEL;5;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.34632699965658, 48.85312399867792]}";48.8531239987,2.34632699966
650301;SOLAIRE;ECA1;2   BOULEVARD DE LA VILLETTE;19;MIX;Z2 MIX 6H 5U;19J;2.4;"{""type"": ""Point"", ""coordinates"": [2.376837999596933, 48.87239299884154]}";48.8723929988,2.3768379996
87480601;SOLAIRE;ECA1;41   RUE SAINT SABIN;11;MIX;Z1 MIX 6H 5U;11G;4.0;"{""type"": ""Point"", ""coordinates"": [2.369241000473166, 48.85795999909722]}";48.8579599991,2.36924100047
98383102;PILE;ECM1;138   BOULEVARD DE LA VILLETTE;19;MIX;Z2 MIX 6H 5U;19J;2.4;"{""type"": ""Point"", ""coordinates"": [2.3705630005259852, 48.87924799912963]}";48.8792479991,2.37056300053
87670701;SOLAIRE;ECA1;81   RUE DES SAINTS PERES;6;MIX;Z1 MIX 6H 5U;6E;4.0;"{""type"": ""Point"", ""coordinates"": [2.329133000435718, 48.85239599921131]}";48.8523959992,2.32913300044
98410701;SOLAIRE;ECA1;63   AVENUE DE VILLIERS;17;MIX;Z2 MIX 6H 5U;17J;2.4;"{""type"": ""Point"", ""coordinates"": [2.305297999490241, 48.883582998949656]}";48.8835829989,2.30529799949
88090905;SOLAIRE;ECA1;111   RUE DE LA SANTE;13;MIX;Z2 MIX 6H 5U;13G;2.4;"{""type"": ""Point"", ""coordinates"": [2.341568999926447, 48.82927099917138]}";48.8292709992,2.34156899993
98500402;PILE;ECM1;66  terre-plein vis-à-vis COURS DE VINCENNES;12;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.404734999367506, 48.84735999916988]}";48.8473599992,2.40473499937
88720102;PILE;ECM1;2   RUE SCHEFFER;16;MIX;Z2 MIX 6H 5U;16K;2.4;"{""type"": ""Point"", ""coordinates"": [2.285141999848395, 48.86015199916629]}";48.8601519992,2.28514199985
98530706;SOLAIRE;ECA1;124  terre-plein BOULEVARD VINCENT AURIOL;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.3623379996401592, 48.83311199915068]}";48.8331119992,2.36233799964
88900102;PILE;ECM1;2   RUE SEBASTIEN BOTTIN;7;ROT;Z1 ROT 6H 5U;;4.0;"{""type"": ""Point"", ""coordinates"": [2.328704999430377, 48.85727699921529]}";48.8572769992,2.32870499943
32140101;SOLAIRE;ECA1;152  terre-plein central vis-à-vis BOULEVARD VINCENT AURIOL;13;MIX;Z2 MIX 6H 5U;13K;2.4;"{""type"": ""Point"", ""coordinates"": [2.359862699919148, 48.83231383925443]}";48.8323138393,2.35986269992
88960202;PILE;ECM1;28   AVENUE SECRETAN;19;ROT;Z2 ROT 6H 5U;;2.4;"{""type"": ""Point"", ""coordinates"": [2.37256999956438, 48.88144099887911]}";48.8814409989,2.37256999956
98660203;SOLAIRE;ECA1;19   RUE DE VINTIMILLE;9;MIX;Z1 MIX 6H 5U;9E;4.0;"{""type"": ""Point"", ""coordinates"": [2.329310000227766, 48.882565999284786]}";48.8825659993,2.32931000023
89010503;SOLAIRE;ECA1;55   RUE SEDAINE;11;MIX;Z1 MIX 6H 5U;11H;4.0;"{""type"": ""Point"", ""coordinates"": [2.37642899988885, 48.85773699895344]}";48.857736999,2.37642899989
99170205;SOLAIRE;ECA1;15  vis-à-vis PLACE DES VOSGES;4;MIX;Z1 MIX 6H 5U;34F;4.0;"{""type"": ""Point"", ""coordinates"": [2.364893999333895, 48.85596599933478]}";48.8559659993,2.36489399933
89030102;PILE;ECM1;2   RUE SEDILLOT;7;MIX;Z1 MIX 6H 5U;7G;4.0;"{""type"": ""Point"", ""coordinates"": [2.301283999453971, 48.859351998993006]}";48.859351999,2.30128399945
99960302;SOLAIRE;ECA1;65  vis-à-vis BOULEVARD DE LA ZONE;13;MIX;Z2 MIX 6H 5U;13N;2.4;"{""type"": ""Point"", ""coordinates"": [2.367505000104239, 48.81747199921683]}";48.8174719992,2.3675050001
89090604;PILE;ECM1;53  terre-plein contre-allée vis-à-vis AVENUE DE SEGUR;7;MIX;Z1 MIX 6H 5U;7H;4.0;"{""type"": ""Point"", ""coordinates"": [2.3080200001039, 48.84994199926438]}";48.8499419993,2.3080200001
89090701;PILE;ECM1;57  terre-plein contre-allée AVENUE DE SEGUR;7;MIX;Z1 MIX 6H 5U;7K;4.0;"{""type"": ""Point"", ""coordinates"": [2.307762000450293, 48.84925999893179]}";48.8492599989,2.30776200045
89390302;SOLAIRE;ECA1;24   BOULEVARD SERURIER;19;MIX;Z2 MIX 6H 5U;19P;2.4;"{""type"": ""Point"", ""coordinates"": [2.40492700011436, 48.87815299946585]}";48.8781529995,2.40492700011
90410301;PILE;ECM1;15   RUE SOUFFLOT;5;MIX;Z1 MIX 6H 5U;5H;4.0;"{""type"": ""Point"", ""coordinates"": [2.342185999734175, 48.84694399865383]}";48.8469439987,2.34218599973
90470902;PILE;ECM1;66   BOULEVARD SOULT;12;MIX;Z2 MIX 6H 5U;12N;2.4;"{""type"": ""Point"", ""coordinates"": [2.41021399955025, 48.84319499899445]}";48.843194999,2.41021399955
90920801;PILE;ECM1;57   RUE STEPHENSON;18;MIX;Z2 MIX 6H 5U;18L;2.4;"{""type"": ""Point"", ""coordinates"": [2.355788999856177, 48.88955099945239]}";48.8895509995,2.35578899986
91141803;PILE;ECM1;129   AVENUE DE SUFFREN;7;MIX;Z1 MIX 6H 5U;7H;4.0;"{""type"": ""Point"", ""coordinates"": [2.305739000562318, 48.84825099884965]}";48.8482509988,2.30573900056
